SerialNumber,IsPresent,Title,Authors,Edition,Volume,Year,Publisher,ISBN,Notes,RIS,NLMClassification,LCCClassification,MeSHTerms,EbookURL,,,,,,,,,,,
447,TRUE,Rheumatology,"Hochberg, Marc C.; Silman, Alan J.; Smolen, Josef S.; Weinblatt, Michael E.; Weisman, Michael H.",3rd,2,2003,Mosby,,Repetido de 447.,"TY  - BOOK|||T1  - Rheumatology|||AU  - Hochberg, Marc C.|||AU  - Silman, Alan J.|||AU  - Smolen, Josef S.|||AU  - Weinblatt, Michael E.|||AU  - Weisman, Michael H.|||ED  - 3rd|||VL  - 2|||PY  - 2003|||PB  - Mosby|||N1  - Duplicate entry? Same as 447. Volume 2.|||ER  - ",WE 140,RC927,Rheumatic Diseases,,,,,,,,,,,,
448,TRUE,Fischer's Mastery of Surgery,"Fischer, Josef E.; Bland, Kirby I.; Callery, Mark P.; Clagett, G. Patrick; Jones, Daniel B.; LoGerfo, Paul W.; Schirmer, Bruce D.; Ellison, E. Christopher; Ashley, Stanley W.; Sugarbaker, David J.",5th?,?,,Lippincott Williams & Wilkins,Repetido de 448.,,"TY  - BOOK|||T1  - Fischer's Mastery of Surgery|||AU  - Fischer, Josef E.|||AU  - Bland, Kirby I.|||AU  - Callery, Mark P.|||AU  - Clagett, G. Patrick|||AU  - Jones, Daniel B.|||AU  - LoGerfo, Paul W.|||AU  - Schirmer, Bruce D.|||AU  - Ellison, E. Christopher|||AU  - Ashley, Stanley W.|||AU  - Sugarbaker, David J.|||ED  - 5th?|||PY  - 2007?|||PB  - Lippincott Williams & Wilkins|||N1  - Duplicate entry? Same as 448. 5th Ed is ~2007. Verify details.|||ER  - ",WO 500,RD31,"Surgical Procedures, Operative",,,,,,,,,,,,
449,TRUE,Pulmonary Disease: A Companion to Braunwald's Heart Disease,"Murray, John F.; Nadel, Jay A.; Mason, Robert J.; Broaddus, V. Courtney",,,2006?,Saunders Elsevier?,,Repetido de 449.,"TY  - BOOK|||T1  - Pulmonary Disease: A Companion to Braunwald's Heart Disease|||AU  - Murray, John F.|||AU  - Nadel, Jay A.|||AU  - Mason, Robert J.|||AU  - Broaddus, V. Courtney|||PY  - 2006?|||PB  - Saunders Elsevier?|||N1  - Duplicate entry? Same as 449. Year estimated. Verify details.|||ER  - ",WF 100,RC711,Lung Diseases,,,,,,,,,,,,
450,TRUE,Pilbeam's Mechanical Ventilation: Physiological and Clinical Applications,"Cairo, J. M.",5th,,2012,Elsevier Mosby,,Repetido de 450.,"TY  - BOOK|||T1  - Pilbeam's Mechanical Ventilation: Physiological and Clinical Applications|||AU  - Cairo, J. M.|||ED  - 5th|||PY  - 2012|||PB  - Elsevier Mosby|||N1  - Duplicate entry? Same as 450.|||ER  - ",WF 26,RC87.9,"Respiration, Artificial",,,,,,,,,,,,
452,TRUE,Irby & Stöppler's Art and Science of Operative Dentistry,"Heymann, Harald O.; Swift, Edward J.; Ritter, André V.",6th,,2013,Elsevier Mosby,,Repetido de 452.,"TY  - BOOK|||T1  - Irby & Stöppler's Art and Science of Operative Dentistry|||AU  - Heymann, Harald O.|||AU  - Swift, Edward J.|||AU  - Ritter, André V.|||ED  - 6th|||PY  - 2013|||PB  - Elsevier Mosby|||N1  - Duplicate entry? Same as 452.|||ER  - ",WU 300,RK501,"Dentistry, Operative",,,,,,,,,,,,
453,TRUE,Core Curriculum for Neonatal Intensive Care Nursing,"Verklan, M. Terese; Walden, Marlene",5th?,?,,Elsevier Saunders,Repetido de 453.,,"TY  - BOOK|||T1  - Core Curriculum for Neonatal Intensive Care Nursing|||AU  - Verklan, M. Terese|||AU  - Walden, Marlene|||ED  - 5th?|||PY  - 2015?|||PB  - Elsevier Saunders|||N1  - Duplicate entry? Same as 453. 5th Ed is ~2015. Verify details.|||ER  - ",WY 157.3,RJ253.5,"Infant, Newborn; Intensive Care, Neonatal; Neonatal Nursing; Curriculum",https://evolve.elsevier.com/cs/product/9780323113595?role=student,,,,,,,,,,,
454,TRUE,Textbook of Diagnostic Microbiology,"Mahon, Connie R.; Lehman, Donald C.; Manuselis, George",5th,,2015,Elsevier Saunders,,Repetido de 454.,"TY  - BOOK|||T1  - Textbook of Diagnostic Microbiology|||AU  - Mahon, Connie R.|||AU  - Lehman, Donald C.|||AU  - Manuselis, George|||ED  - 5th|||PY  - 2015|||PB  - Elsevier Saunders|||N1  - Duplicate entry? Same as 454.|||ER  - ",QW 4,QR46,"Microbiological Techniques; Diagnosis, Laboratory",https://evolve.elsevier.com/cs/product/9780323089894?role=student,,,,,,,,,,,
456,TRUE,Ultrasound Physics and Instrumentation,"Hedrick, Wayne R.; Hykes, David L.; Starchman, Dale E.",4th,,2005,Elsevier Mosby,,Repetido de 456.,"TY  - BOOK|||T1  - Ultrasound Physics and Instrumentation|||AU  - Hedrick, Wayne R.|||AU  - Hykes, David L.|||AU  - Starchman, Dale E.|||ED  - 4th|||PY  - 2005|||PB  - Elsevier Mosby|||N1  - Duplicate entry? Same as 456.|||ER  - ",WN 200,QC244,Ultrasonography / instrumentation; Physics,,,,,,,,,,,,
457,TRUE,Echocardiography in Heart Failure,"Carpe, Robert S.",,,?,Saunders?,,Repetido de 457.,"TY  - BOOK|||T1  - Echocardiography in Heart Failure|||AU  - Carpe, Robert S.|||PB  - Saunders?|||N1  - Duplicate entry? Same as 457. Year/Edition unknown. Verify details.|||ER  - ",WG 141.5.E2,RC683.5.U5,Echocardiography; Heart Failure,,,,,,,,,,,,
458,TRUE,Rice: Acute and Critical Care Nursing Practice,"Rice, Von",,,?,Saunders?,,Repetido de 458.,"TY  - BOOK|||T1  - Rice: Acute and Critical Care Nursing Practice|||AU  - Rice, Von|||PB  - Saunders?|||N1  - Duplicate entry? Same as 458. Year/Edition unknown. Verify details.|||ER  - ",WY 154,RT120.I5,Critical Care Nursing; Acute Disease,,,,,,,,,,,,
459,TRUE,Adult-Gerontology Acute Care Nurse Practitioner Q&A Review,"Kennedy-Malone, Laurie; Duffy, Elizabeth G.; Fletcher, Kelly A.",,,?,?,,Repetido de 459.,"TY  - BOOK|||T1  - Adult-Gerontology Acute Care Nurse Practitioner Q&A Review|||AU  - Kennedy-Malone, Laurie|||AU  - Duffy, Elizabeth G.|||AU  - Fletcher, Kelly A.|||N1  - Duplicate entry? Same as 459. Year/Edition/Publisher unknown. Verify details.|||ER  - ",WY 18.2,RT86.7,Nurse Practitioners; Geriatric Nursing; Examination Questions,,,,,,,,,,,,
461,TRUE,AACN Certification and Core Review for High Acuity and Critical Care,"AACN; Alspach, JoAnn Grif",6th?,?,,Saunders?,Repetido de 461.,,"TY  - BOOK|||T1  - AACN Certification and Core Review for High Acuity and Critical Care|||AU  - AACN|||AU  - Alspach, JoAnn Grif|||ED  - 6th?|||PY  - 2007?|||PB  - Saunders?|||N1  - Duplicate entry? Same as 461. 6th Ed is ~2007. Verify details.|||ER  - ",WY 18.2,RT120.I5,Critical Care Nursing; Certification; Examination Questions,462,TRUE,Fundamental Neuroscience,"Haines, Duane E.",4th,,2013,Elsevier Saunders,,,"TY  - BOOK|||T1  - Fundamental Neuroscience|||AU  - Haines, Duane E.|||ED  - 4th|||PY  - 2013|||PB  - Elsevier Saunders|||ER  - ",https://www.clinicalkey.com/#!/browse/book/3-s2.0-C20110001585
462,TRUE,Fundamental Neuroscience,"Haines, Duane E.",4th,,2013,Elsevier Saunders,,,"TY  - BOOK|||T1  - Fundamental Neuroscience|||AU  - Haines, Duane E.|||ED  - 4th|||PY  - 2013|||PB  - Elsevier Saunders|||ER  - ",WL 101,QP355.2,Neurosciences; Neuroanatomy,https://www.clinicalkey.com/#!/browse/book/3-s2.0-C20110001585,,,,,,,,,,,
463,TRUE,Fundamentals of Hand Therapy: Clinical Reasoning and Treatment Guidelines for Common Diagnoses of the Upper Extremity,"Cooper, Cynthia",2nd?,?,,Elsevier Mosby,2ª Ed es ~2014. Verificar.,,"TY  - BOOK|||T1  - Fundamentals of Hand Therapy: Clinical Reasoning and Treatment Guidelines for Common Diagnoses of the Upper Extremity|||AU  - Cooper, Cynthia|||ED  - 2nd?|||PY  - 2014?|||PB  - Elsevier Mosby|||N1  - 2nd Ed is ~2014. Verify details.|||ER  - ",WE 830,RM735.H36,Hand; Physical Therapy Modalities; Occupational Therapy,,,,,,,,,,,,
464,TRUE,Respiratory Care Anatomy and Physiology: Foundations for Clinical Practice,"Beachey, Will",3rd,,2013,Elsevier Mosby,,Repetido de 303.,"TY  - BOOK|||T1  - Respiratory Care Anatomy and Physiology: Foundations for Clinical Practice|||AU  - Beachey, Will|||ED  - 3rd|||PY  - 2013|||PB  - Elsevier Mosby|||N1  - Duplicate of 303.|||ER  - ",WF 101,QP121,Respiratory System / anatomy & histology; Respiratory System / physiology; Respiratory Therapy,https://evolve.elsevier.com/cs/product/9780323075718?role=student,,,,,,,,,,,
466,TRUE,Communication in Nursing,"Balzer Riley, Julia",7th,,2012,Elsevier Mosby,,,"TY  - BOOK|||T1  - Communication in Nursing|||AU  - Balzer Riley, Julia|||ED  - 7th|||PY  - 2012|||PB  - Elsevier Mosby|||ER  - ",WY 87,RT23,Communication; Nurse-Patient Relations,https://evolve.elsevier.com/cs/product/9780323077316?role=student,,,,,,,,,,,
467,TRUE,Concepts of Uncommon Pain Syndromes,"Waldman, Steven D.",Second Edition?,?,,Saunders Elsevier?,2ª Ed es ~2009. Verificar.,,"TY  - BOOK|||T1  - Concepts of Uncommon Pain Syndromes|||AU  - Waldman, Steven D.|||ED  - 2nd?|||PY  - 2009?|||PB  - Saunders Elsevier?|||N1  - 2nd Ed is ~2009. Verify details.|||ER  - ",WL 704,RB127,Pain / diagnosis; Syndrome,,,,,,,,,,,,
468,TRUE,Pain Medicine and Regional Anesthesia,"Howard, Christopher A.; Penrose, John H.",Second Edition?,?,,Mosby?,2ª Ed es ~2007. Verificar.,,"TY  - BOOK|||T1  - Pain Medicine and Regional Anesthesia|||AU  - Howard, Christopher A.|||AU  - Penrose, John H.|||ED  - 2nd?|||PY  - 2007?|||PB  - Mosby?|||N1  - 2nd Ed is ~2007. Verify details.|||ER  - ",WL 704,RD84,"Pain Management; Anesthesia, Conduction",,,,,,,,,,,,
470,TRUE,Gerontological Nursing & Healthy Aging,"Ebersole, Priscilla; Hess, Patricia; Touhy, Theris A.; Jett, Kathleen",,,2005?,Elsevier Mosby,,Año estimado.,"TY  - BOOK|||T1  - Gerontological Nursing & Healthy Aging|||AU  - Ebersole, Priscilla|||AU  - Hess, Patricia|||AU  - Touhy, Theris A.|||AU  - Jett, Kathleen|||PY  - 2005?|||PB  - Elsevier Mosby|||N1  - Year estimated.|||ER  - ",WY 152,RC954,Geriatric Nursing; Healthy Aging,,,,,,,,,,,,
471,TRUE,Endocrinology: Adult and Pediatric,"Jameson, J. Larry; De Groot, Leslie J.",6th,1,2010,Saunders Elsevier,,Volumen 1.,"TY  - BOOK|||T1  - Endocrinology: Adult and Pediatric|||AU  - Jameson, J. Larry|||AU  - De Groot, Leslie J.|||ED  - 6th|||VL  - 1|||PY  - 2010|||PB  - Saunders Elsevier|||N1  - Volume 1.|||ER  - ",WK 100,RC648,Endocrinology; Endocrine System Diseases,https://www.clinicalkey.com/#!/browse/book/3-s2.0-C20090004341,,,,,,,,,,,
472,TRUE,Today's Medical Assistant: Clinical & Administrative Procedures,"Bonewit-West, Kathy; Hunt, Sue A.; Applegate, Edith J.",2nd,,2012,Elsevier Saunders,,Repetido de 316.,"TY  - BOOK|||T1  - Today's Medical Assistant: Clinical & Administrative Procedures|||AU  - Bonewit-West, Kathy|||AU  - Hunt, Sue A.|||AU  - Applegate, Edith J.|||ED  - 2nd|||PY  - 2012|||PB  - Elsevier Saunders|||N1  - Duplicate of 316.|||ER  - ",W 80,R728.8,Allied Health Personnel; Medical Assistants,https://evolve.elsevier.com/cs/product/9781455701506?role=student,,,,,,,,,,,
473,TRUE,Introduction to Biomedical Engineering,"Enderle, John D.; Bronzino, Joseph D.",3rd,,2012,Academic Press / Elsevier,978-0-12-374979-6,,"TY  - BOOK|||T1  - Introduction to Biomedical Engineering|||AU  - Enderle, John D.|||AU  - Bronzino, Joseph D.|||ED  - 3rd|||PY  - 2012|||PB  - Academic Press / Elsevier|||SN  - 978-0-12-374979-6|||ER  - ",,,,,,,,,,,,,,,
474,TRUE,"Practice of Nursing Research: Appraisal, Synthesis, and Generation of Evidence","Grove, Susan K.; Burns, Nancy; Gray, Jennifer R.",7th,,2013,Elsevier Saunders,,,"TY  - BOOK|||T1  - Practice of Nursing Research: Appraisal, Synthesis, and Generation of Evidence|||AU  - Grove, Susan K.|||AU  - Burns, Nancy|||AU  - Gray, Jennifer R.|||ED  - 7th|||PY  - 2013|||PB  - Elsevier Saunders|||ER  - ",WY 20.5,RT81.5,Nursing Research; Evidence-Based Nursing,https://evolve.elsevier.com/cs/product/9781455707362?role=student,,,,,,,,,,,
475,TRUE,Mosby's Textbook for Nursing Assistants,"Sorrentino, Sheila A.; Remmert, Leighann",7th?,?,,Mosby Elsevier,7ª Ed es ~2008. Verificar.,,"TY  - BOOK|||T1  - Mosby's Textbook for Nursing Assistants|||AU  - Sorrentino, Sheila A.|||AU  - Remmert, Leighann|||ED  - 7th?|||PY  - 2008?|||PB  - Mosby Elsevier|||N1  - 7th Ed is ~2008. Verify details.|||ER  - ",WY 193,RT84,Nurses' Aides,,,,,,,,,,,,
476,TRUE,Patient Care Workbook,"Goreth?, Ashley?",2nd?,?,?,,Info muy limitada.,,TY  - BOOK|||T1  - Patient Care Workbook?|||AU  - Goreth?|||AU  - Ashley?|||ED  - 2nd?|||N1  - Very limited info.|||ER  -,,,,,,,,,,,,,,,
477,TRUE,Fundamentals of Nursing,"Potter, Patricia A.; Perry, Anne Griffin; Stockert, Patricia A.; Hall, Amy M.",8th,,2013,Elsevier Mosby,,Posiblemente 8ª Ed ~2013. Verificar.,"TY  - BOOK|||T1  - Fundamentals of Nursing|||AU  - Potter, Patricia A.|||AU  - Perry, Anne Griffin|||AU  - Stockert, Patricia A.|||AU  - Hall, Amy M.|||ED  - 8th?|||PY  - 2013?|||PB  - Elsevier Mosby|||N1  - Likely 8th Ed ~2013. Verify details.|||ER  - ",WY 100,RT41,Nursing,https://evolve.elsevier.com/cs/product/9780323079334?role=student,,,,,,,,,,,
478,TRUE,Foundations and Adult Health Nursing,"Cooper, Kim; Gosnell, Kelly",6th,,2011,Elsevier Mosby,,Año basado en etiqueta.,"TY  - BOOK|||T1  - Foundations and Adult Health Nursing|||AU  - Cooper, Kim|||AU  - Gosnell, Kelly|||ED  - 6th|||PY  - 2011|||PB  - Elsevier Mosby|||N1  - Year based on label.|||ER  - ",WY 150,RT41,Nursing Care; Adult,,,,,,,,,,,,
479,TRUE,"Nursing Care Planning Guides: Prioritization, Delegation, and Critical Thinking","Haugen, Nancy; Galura, Sandra",7th,,2011,Elsevier Mosby,,,"TY  - BOOK|||T1  - Nursing Care Planning Guides: Prioritization, Delegation, and Critical Thinking|||AU  - Haugen, Nancy|||AU  - Galura, Sandra|||ED  - 7th|||PY  - 2011|||PB  - Elsevier Mosby|||ER  - ",WY 100.4,RT49,"Patient Care Planning; Nursing Process; Delegation, Professional",,,,,,,,,,,,
480,TRUE,Maternal Child Nursing Care,"Perry, Shannon E.; Hockenberry, Marilyn J.; Lowdermilk, Deitra Leonard; Wilson, David",4th,,2010,Elsevier Mosby,,Repetido de 342 y 361.,"TY  - BOOK|||T1  - Maternal Child Nursing Care|||AU  - Perry, Shannon E.|||AU  - Hockenberry, Marilyn J.|||AU  - Lowdermilk, Deitra Leonard|||AU  - Wilson, David|||ED  - 4th|||PY  - 2010|||PB  - Elsevier Mosby|||N1  - Duplicate of 342 & 361.|||ER  - ",WY 157.3,RJ245,Maternal-Child Nursing,https://evolve.elsevier.com/cs/product/9780323057206?role=student,,,,,,,,,,,
481,TRUE,Mosby's Textbook for Long-Term Care Nursing Assistants,"Sorrentino, Sheila A.",5th?,?,,Mosby Elsevier,5ª Ed es ~2008. Verificar.,,"TY  - BOOK|||T1  - Mosby's Textbook for Long-Term Care Nursing Assistants|||AU  - Sorrentino, Sheila A.|||ED  - 5th?|||PY  - 2008?|||PB  - Mosby Elsevier|||N1  - 5th Ed is ~2008. Verify details.|||ER  - ",WY 193,RT84,Nurses' Aides; Long-Term Care,,,,,,,,,,,,
482,TRUE,The Language of Medicine,"Chabner, Davi-Ellen",8th,,2007,Saunders Elsevier,,,"TY  - BOOK|||T1  - The Language of Medicine|||AU  - Chabner, Davi-Ellen|||ED  - 8th|||PY  - 2007|||PB  - Saunders Elsevier|||ER  - ",W 15,R123,Terminology as Topic,,,,,,,,,,,,
484,TRUE,Fundamentals of Complementary and Integrative Medicine,"Micozzi, Marc S.; Stuart, Gail W.",3rd?,?,,Saunders Elsevier,3ª Ed es ~2005. Verificar.,,"TY  - BOOK|||T1  - Fundamentals of Complementary and Integrative Medicine|||AU  - Micozzi, Marc S.|||AU  - Stuart, Gail W.|||ED  - 3rd?|||PY  - 2005?|||PB  - Saunders Elsevier|||N1  - 3rd Ed is ~2005. Verify details.|||ER  - ",WB 890,R733,Complementary Therapies; Integrative Medicine,,,,,,,,,,,,
485,TRUE,Year Book of Critical Care Medicine,Year Book,,,2008,Mosby Elsevier,,Anual.,TY  - BOOK|||T1  - Year Book of Critical Care Medicine|||AU  - Year Book|||PY  - 2008|||PB  - Mosby Elsevier|||N1  - Annual.|||ER  -,W1 YB51,,Critical Care; Yearbooks,,,,,,,,,,,,
486,TRUE,Year Book of Pulmonary Disease,Year Book,,,2008,Mosby Elsevier,,Anual.,TY  - BOOK|||T1  - Year Book of Pulmonary Disease|||AU  - Year Book|||PY  - 2008|||PB  - Mosby Elsevier|||N1  - Annual.|||ER  -,W1 YE173,,Lung Diseases; Yearbooks,,,,,,,,,,,,
487,TRUE,Year Book of Emergency Medicine,Year Book,,,2008,Mosby Elsevier,,Anual.,TY  - BOOK|||T1  - Year Book of Emergency Medicine|||AU  - Year Book|||PY  - 2008|||PB  - Mosby Elsevier|||N1  - Annual.|||ER  -,W1 YE109,,Emergency Medicine; Yearbooks,,,,,,,,,,,,
488,TRUE,Year Book of Anesthesiology and Pain Management,Year Book,,,2008,Mosby Elsevier,,Anual.,TY  - BOOK|||T1  - Year Book of Anesthesiology and Pain Management|||AU  - Year Book|||PY  - 2008|||PB  - Mosby Elsevier|||N1  - Annual.|||ER  -,W1 YE101,,Anesthesiology; Pain Management; Yearbooks,,,,,,,,,,,,
489,TRUE,Year Book of Cardiology,Year Book,,,2008,Mosby Elsevier,,Anual.,TY  - BOOK|||T1  - Year Book of Cardiology|||AU  - Year Book|||PY  - 2008|||PB  - Mosby Elsevier|||N1  - Annual.|||ER  -,W1 YE105,,Cardiology; Yearbooks,,,,,,,,,,,,
490,TRUE,Evidence-Based Physical Diagnosis,"McGee, Steven",3rd,,2012,Elsevier Saunders,,,"TY  - BOOK|||T1  - Evidence-Based Physical Diagnosis|||AU  - McGee, Steven|||ED  - 3rd|||PY  - 2012|||PB  - Elsevier Saunders|||ER  - ",WB 141,RC76,Physical Examination; Evidence-Based Medicine,https://www.clinicalkey.com/#!/browse/book/3-s2.0-C20090643668,,,,,,,,,,,
491,TRUE,Medical-Surgical Nursing: Patient-Centered Collaborative Care,"Ignatavicius, Donna D.; Workman, M. Linda",7th?,?,,Saunders Elsevier,7ª Ed es ~2013. Verificar.,,"TY  - BOOK|||T1  - Medical-Surgical Nursing: Patient-Centered Collaborative Care|||AU  - Ignatavicius, Donna D.|||AU  - Workman, M. Linda|||ED  - 7th?|||PY  - 2013?|||PB  - Saunders Elsevier|||N1  - 7th Ed is ~2013. Verify details.|||ER  - ",WY 150,RT41,Perioperative Nursing; Patient-Centered Care,,,,,,,,,,,,
492,TRUE,Drugs for the Heart,"Opie, Lionel H.; Gersh, Bernard J.",7th,,2009,Saunders Elsevier,,,"TY  - BOOK|||T1  - Drugs for the Heart|||AU  - Opie, Lionel H.|||AU  - Gersh, Bernard J.|||ED  - 7th|||PY  - 2009|||PB  - Saunders Elsevier|||ER  - ",QV 150,RM345,Cardiovascular Agents,https://www.clinicalkey.com/#!/browse/book/3-s2.0-C20090011223,,,,,,,,,,,
495,TRUE,The Cardiac Catheterization Handbook,"Kern, Morton J.; Sorajja, Paul; Lim, Michael J.",6th?,?,,Elsevier Saunders,6ª Ed es ~2016. Verificar.,,"TY  - BOOK|||T1  - The Cardiac Catheterization Handbook|||AU  - Kern, Morton J.|||AU  - Sorajja, Paul|||AU  - Lim, Michael J.|||ED  - 6th?|||PY  - 2016?|||PB  - Elsevier Saunders|||N1  - 6th Ed is ~2016. Verify details.|||ER  - ",WG 141.5.C2,RC683.5.C25,Cardiac Catheterization / methods; Handbooks,,,,,,,,,,,,
496,TRUE,Cost-Effective Diagnostic Imaging: The Clinician's Guide,"Gazelle, G. Scott; Halpern, Elkan F.; Mirelman, Daniel P.",4th?,?,,Saunders Elsevier?,4ª Ed es ~2009. Verificar.,,"TY  - BOOK|||T1  - Cost-Effective Diagnostic Imaging: The Clinician's Guide|||AU  - Gazelle, G. Scott|||AU  - Halpern, Elkan F.|||AU  - Mirelman, Daniel P.|||ED  - 4th?|||PY  - 2009?|||PB  - Saunders Elsevier?|||N1  - 4th Ed is ~2009. Verify details.|||ER  - ",WN 180,RC78.7.D53,Diagnostic Imaging / economics; Cost-Benefit Analysis,,,,,,,,,,,,
497,TRUE,Guyton and Hall Textbook of Medical Physiology,"Hall, John E.",12th?,?,,Saunders Elsevier,12ª Ed es ~2011. Verificar.,,"TY  - BOOK|||T1  - Guyton and Hall Textbook of Medical Physiology|||AU  - Hall, John E.|||ED  - 12th?|||PY  - 2011?|||PB  - Saunders Elsevier|||N1  - 12th Ed is ~2011. Verify details.|||ER  - ",QT 104,QP34.5,Physiology,https://www.clinicalkey.com/#!/browse/book/3-s2.0-C20090600913,,,,,,,,,,,
498,TRUE,Saunders Nursing Drug Handbook 2011,?,,,2011,Saunders Elsevier,,Anual.,TY  - BOOK|||T1  - Saunders Nursing Drug Handbook 2011|||PY  - 2011|||PB  - Saunders Elsevier|||N1  - Annual publication.|||ER  -,QV 39,RM301.15,Drug Therapy / nursing; Handbooks,,,,,,,,,,,,
499,TRUE,Cost-Effective Diagnostic Imaging: The Clinician's Guide,?,,,?,?,,Info muy limitada.,TY  - BOOK|||T1  - Cost-Effective Diagnostic Imaging: The Clinician's Guide|||N1  - Very limited info. Verify details.|||ER  -,WN 180,RC78.7.D53,Diagnostic Imaging / economics; Cost-Benefit Analysis,,,,,,,,,,,,
500,TRUE,Drugs for the Heart,"Opie, Lionel H.; Gersh, Bernard J.",7th,,2009,Saunders Elsevier,,Repetido de 492.,"TY  - BOOK|||T1  - Drugs for the Heart|||AU  - Opie, Lionel H.|||AU  - Gersh, Bernard J.|||ED  - 7th|||PY  - 2009|||PB  - Saunders Elsevier|||N1  - Duplicate of 492.|||ER  - ",QV 150,RM345,Cardiovascular Agents,https://www.clinicalkey.com/#!/browse/book/3-s2.0-C20090011223,,,,,,,,,,,
501,TRUE,Transcultural Nursing: Assessment & Intervention,"Giger, Joyce Newman; Davidhizar, Ruth Elaine",7th,,2017,Elsevier,,,"TY  - BOOK|||T1  - Transcultural Nursing: Assessment & Intervention|||AU  - Giger, Joyce Newman|||AU  - Davidhizar, Ruth Elaine|||ED  - 7th|||PY  - 2017|||PB  - Elsevier|||ER  - ",WY 107,RT86.54,Transcultural Nursing,,,,,,,,,,,,
502,TRUE,Home Care Nursing Practice: Concepts and Application,"Rice, Robyn",4th,,2006,Mosby Elsevier,,,"TY  - BOOK|||T1  - Home Care Nursing Practice: Concepts and Application|||AU  - Rice, Robyn|||ED  - 4th|||PY  - 2006|||PB  - Mosby Elsevier|||ER  - ",WY 115,RT120.H65,Home Care Services; Home Nursing,,,,,,,,,,,,
503,TRUE,Catheter Ablation of Cardiac Arrhythmias,"Huang, Shoei K.; Wood, Mark A.",4th?,?,,Elsevier,4ª Ed es ~2019. Verificar.,,"TY  - BOOK|||T1  - Catheter Ablation of Cardiac Arrhythmias|||AU  - Huang, Shoei K.|||AU  - Wood, Mark A.|||ED  - 4th?|||PY  - 2019?|||PB  - Elsevier|||N1  - 4th Ed is ~2019. Verify details.|||ER  - ",WG 330,RD598.35.C38,"Catheter Ablation; Arrhythmias, Cardiac / surgery",https://www.clinicalkey.com/#!/browse/book/3-s2.0-C20150054107,,,,,,,,,,,
504,TRUE,Williams' Essentials of Nutrition and Diet Therapy,"Schlenker, Eleanor D.; Gilbert, Joyce Ann",11th,,2015,Elsevier Mosby,,,"TY  - BOOK|||T1  - Williams' Essentials of Nutrition and Diet Therapy|||AU  - Schlenker, Eleanor D.|||AU  - Gilbert, Joyce Ann|||ED  - 11th|||PY  - 2015|||PB  - Elsevier Mosby|||ER  - ",QU 145,RM216,Nutrition Therapy; Diet Therapy,,,,,,,,,,,,
505,TRUE,Mathematics for the Clinical Laboratory,"Di Lorenzo, Lorraine J.; Scott, Darlene",3rd,,2013,Elsevier Saunders,,,"TY  - BOOK|||T1  - Mathematics for the Clinical Laboratory|||AU  - Di Lorenzo, Lorraine J.|||AU  - Scott, Darlene|||ED  - 3rd|||PY  - 2013|||PB  - Elsevier Saunders|||ER  - ",QY 25,RB37,Clinical Laboratory Techniques; Mathematics,,,,,,,,,,,,
506,TRUE,"Contemporary Nursing: Issues, Trends, & Management","Cherry, Barbara; Jacob, Susan R.",6th,,2014,Elsevier Mosby,,,"TY  - BOOK|||T1  - Contemporary Nursing: Issues, Trends, & Management|||AU  - Cherry, Barbara|||AU  - Jacob, Susan R.|||ED  - 6th|||PY  - 2014|||PB  - Elsevier Mosby|||ER  - ",WY 86,RT82,Nursing / trends; Nursing / organization & administration,https://evolve.elsevier.com/cs/product/9780323083670?role=student,,,,,,,,,,,
507,TRUE,Growth and Development for Health Professionals,"Allen, Peggy; Vessey, Judith A.",Third Edition?,?,,Elsevier Saunders?,3ª Ed es ~2013. Verificar.,,"TY  - BOOK|||T1  - Growth and Development for Health Professionals|||AU  - Allen, Peggy|||AU  - Vessey, Judith A.|||ED  - 3rd?|||PY  - 2013?|||PB  - Elsevier Saunders?|||N1  - 3rd Ed is ~2013. Verify details.|||ER  - ",WS 103,RJ131,Growth & Development; Child Development; Adolescent Development,,,,,,,,,,,,
508,TRUE,Critical Thinking and Clinical Judgment: A Practical Approach,"Alfaro-LeFevre, Rosalinda",5th,,2013,Elsevier Saunders,,,"TY  - BOOK|||T1  - Critical Thinking and Clinical Judgment: A Practical Approach|||AU  - Alfaro-LeFevre, Rosalinda|||ED  - 5th|||PY  - 2013|||PB  - Elsevier Saunders|||ER  - ",WY 100.5,RT42,Critical Thinking; Judgment; Nursing Process,,,,,,,,,,,,
509,TRUE,Communication in Nursing,"Balzer Riley, Julia",6th?,?,,Mosby Elsevier?,6ª Ed es ~2008. Verificar.,,"TY  - BOOK|||T1  - Communication in Nursing|||AU  - Balzer Riley, Julia|||ED  - 6th?|||PY  - 2008?|||PB  - Mosby Elsevier?|||N1  - 6th Ed is ~2008. Verify details.|||ER  - ",WY 87,RT23,Communication; Nurse-Patient Relations,,,,,,,,,,,,
510,TRUE,Communication and Management in Nursing,"Baillie, Lesley; Thomas, Neil; Tolley, Kim",,,2009?,Mosby Elsevier?,,Año estimado. Verificar.,"TY  - BOOK|||T1  - Communication and Management in Nursing|||AU  - Baillie, Lesley|||AU  - Thomas, Neil|||AU  - Tolley, Kim|||PY  - 2009?|||PB  - Mosby Elsevier?|||N1  - Year estimated. Verify details.|||ER  - ",WY 87,RT89,Communication; Nursing / organization & administration,,,,,,,,,,,,
